# Client: PowClient
# Tasks: 10000
# Format: task_input | result

pow(3.395576, -0.054698) = 0.935320
pow(2.339224, 1.885480) = 4.964519
pow(-1.654041, 0.923566) = -nan
pow(4.184412, -0.162892) = 0.792028
pow(2.577220, 0.843109) = 2.221496
pow(4.159078, -2.493292) = 0.028619
pow(4.689459, 2.211704) = 30.501746
pow(-1.037631, 0.255497) = -nan
pow(3.259085, 1.325720) = 4.788740
pow(3.658968, 1.379800) = 5.988559
pow(0.052350, 0.152591) = 0.637556
pow(3.560366, 2.721648) = 31.693814
pow(-3.244747, -2.478175) = -nan
pow(4.638371, 0.902020) = 3.990937
pow(-0.786870, 1.458668) = -nan
pow(-1.996577, -2.088818) = -nan
pow(-0.737977, 2.268814) = -nan
pow(-3.136915, 1.492012) = -nan
pow(-0.851464, 1.720413) = -nan
pow(-3.715631, 1.731184) = -nan
pow(-4.324665, 1.989229) = -nan
pow(4.138654, -0.870683) = 0.290343
pow(-2.045928, -0.429921) = -nan
pow(3.442470, 1.801377) = 9.270551
pow(-1.744750, 1.391883) = -nan
pow(1.872012, 2.412247) = 4.538115
pow(2.915513, -0.174153) = 0.829982
pow(-4.561038, 2.678470) = -nan
pow(-0.491909, -1.618696) = -nan
pow(3.167074, -0.158027) = 0.833455
pow(-2.790516, -1.861601) = -nan
pow(1.997326, -0.749651) = 0.595344
pow(-4.540424, -2.630013) = -nan
pow(3.352398, -1.983501) = 0.090773
pow(3.139667, 0.055967) = 1.066127
pow(-4.314713, 0.477192) = -nan
pow(-3.705603, 0.487544) = -nan
pow(4.439505, -1.052448) = 0.208312
pow(-0.949278, -2.096310) = -nan
pow(0.496568, -0.401890) = 1.324900
pow(-0.248994, 0.428006) = -nan
pow(-1.129963, -2.764470) = -nan
pow(4.415338, -1.081483) = 0.200670
pow(0.121850, -0.650592) = 3.933287
pow(3.633798, -1.562084) = 0.133251
pow(-4.249757, 1.209592) = -nan
pow(2.150798, 2.811870) = 8.614433
pow(-3.169721, -1.342395) = -nan
pow(4.512102, -2.308106) = 0.030876
pow(-0.174252, -0.364227) = -nan
pow(-4.698469, 0.176764) = -nan
pow(-4.995659, 0.142908) = -nan
pow(4.676434, 2.776406) = 72.436195
pow(-3.694961, 2.565057) = -nan
pow(4.395741, 2.453725) = 37.828929
pow(-2.397722, 1.418224) = -nan
pow(-3.147400, -1.918623) = -nan
pow(-1.132783, -0.155259) = -nan
pow(1.303562, -0.202772) = 0.947664
pow(1.769911, -0.515937) = 0.744857
pow(4.919995, 2.217386) = 34.225748
pow(-0.070766, -0.320026) = -nan
pow(0.058195, -1.485503) = 68.354249
pow(1.819861, -2.256990) = 0.258879
pow(3.205037, 1.698548) = 7.230725
pow(3.657452, -2.893978) = 0.023452
pow(3.984058, 2.824497) = 49.615579
pow(-4.229282, 2.133226) = -nan
pow(0.300585, 2.602100) = 0.043815
pow(-0.478072, -1.714818) = -nan
pow(0.100377, -2.400901) = 249.449399
pow(3.007483, -2.215082) = 0.087245
pow(-4.181205, 0.484763) = -nan
pow(-2.323284, 1.498097) = -nan
pow(4.865619, -2.187301) = 0.031407
pow(3.768455, -0.133016) = 0.838226
pow(3.815091, 0.405226) = 1.720445
pow(3.684741, 1.089809) = 4.142625
pow(-0.333386, 2.831777) = -nan
pow(0.033714, -0.351379) = 3.290761
pow(-2.176351, 1.605489) = -nan
pow(-3.275670, 1.325197) = -nan
pow(3.052629, -0.059769) = 0.935474
pow(3.338226, 2.447290) = 19.107094
pow(-2.549324, 1.844842) = -nan
pow(-1.860428, 1.815948) = -nan
pow(3.826626, -2.512365) = 0.034336
pow(1.826597, 0.867342) = 1.686296
pow(-0.263863, 1.357007) = -nan
pow(3.634702, -1.476103) = 0.148830
pow(-1.746195, -1.754549) = -nan
pow(4.927246, 2.499916) = 53.883119
pow(-0.990535, 2.577610) = -nan
pow(0.136296, -0.486012) = 2.634220
pow(-0.623856, -1.913346) = -nan
pow(-0.715037, 2.178103) = -nan
pow(1.569174, 2.950023) = 3.777758
pow(-4.371661, -2.467535) = -nan
pow(4.239756, -1.038274) = 0.223176
pow(-0.585409, 0.941144) = -nan
pow(4.144461, -1.202038) = 0.181042
pow(-2.176416, 2.780467) = -nan
pow(4.060880, -2.745058) = 0.021345
pow(-1.079476, 0.421553) = -nan
pow(-3.176596, 1.115221) = -nan
pow(0.442145, -2.880712) = 10.496086
pow(-2.749329, 1.202812) = -nan
pow(0.817383, -0.850379) = 1.187056
pow(-0.497717, -1.324889) = -nan
pow(-1.365043, 1.079260) = -nan
pow(-1.211603, 2.581709) = -nan
pow(-0.133673, 2.498315) = -nan
pow(3.944437, 1.814811) = 12.067019
pow(4.387536, 2.755653) = 58.848776
pow(2.868205, 2.197770) = 10.132627
pow(-2.181744, -1.813095) = -nan
pow(-0.202176, 0.811670) = -nan
pow(-4.689825, -2.311302) = -nan
pow(-4.715100, 0.763635) = -nan
pow(2.764383, -0.024784) = 0.975114
pow(-3.868929, 2.543698) = -nan
pow(4.717280, -0.768151) = 0.303741
pow(4.649896, -2.991902) = 0.010071
pow(3.542025, -2.262410) = 0.057196
pow(1.267385, 0.579956) = 1.147315
pow(-2.179332, 0.019542) = -nan
pow(-4.754487, -1.695120) = -nan
pow(-4.631663, 2.057140) = -nan
pow(-2.242059, -1.369313) = -nan
pow(-1.758857, -1.155714) = -nan
pow(2.307507, -1.333279) = 0.327966
pow(2.723217, -0.503736) = 0.603717
pow(2.181608, -1.614634) = 0.283792
pow(-4.769891, -1.001750) = -nan
pow(1.428777, -2.044490) = 0.482144
pow(-1.555149, -1.870181) = -nan
pow(2.425842, -2.099256) = 0.155623
pow(3.684189, -1.821994) = 0.092924
pow(-0.840934, -1.176069) = -nan
pow(3.313603, 2.594003) = 22.369733
pow(2.134884, -1.267341) = 0.382446
pow(-2.369016, 0.664849) = -nan
pow(-0.575272, -1.126647) = -nan
pow(-0.460077, 0.425124) = -nan
pow(4.463782, -2.039152) = 0.047332
pow(-0.913117, -0.308129) = -nan
pow(-1.940411, -0.730912) = -nan
pow(-4.065549, 2.334833) = -nan
pow(-0.232609, 2.570978) = -nan
pow(-0.626789, 2.136964) = -nan
pow(2.966528, 0.232610) = 1.287803
pow(-1.148295, 2.714070) = -nan
pow(3.138174, -1.620054) = 0.156804
pow(0.562542, 0.957441) = 0.576485
pow(-3.620464, -1.524271) = -nan
pow(-1.966274, -1.072159) = -nan
pow(4.005404, 2.505909) = 32.372570
pow(0.093012, -0.701918) = 5.296631
pow(3.570491, 2.350272) = 19.909530
pow(-4.690636, 2.778341) = -nan
pow(2.439456, 1.055010) = 2.562111
pow(1.890700, 1.348961) = 2.361310
pow(4.579921, 0.783471) = 3.294300
pow(4.774504, 1.017392) = 4.906096
pow(3.793898, 1.345233) = 6.011812
pow(1.696583, -1.615663) = 0.425681
pow(-2.511303, 1.130262) = -nan
pow(-0.358996, -2.359389) = -nan
pow(-4.658872, 2.515113) = -nan
pow(1.914966, -1.189543) = 0.461697
pow(-1.369030, 2.044916) = -nan
pow(2.330339, 2.296011) = 6.975868
pow(4.400631, 2.513648) = 41.454362
pow(4.610049, 0.573217) = 2.401304
pow(0.611940, 1.201581) = 0.554260
pow(-1.186509, -1.247427) = -nan
pow(2.446456, 2.867267) = 13.002896
pow(0.603478, -1.624323) = 2.271313
pow(1.510715, -2.090715) = 0.422066
pow(0.698787, -1.931577) = 1.998295
pow(-1.519961, 2.852507) = -nan
pow(-3.403109, 1.021084) = -nan
pow(-1.842362, -2.576629) = -nan
pow(-2.900264, 2.506270) = -nan
pow(2.120376, 0.107626) = 1.084252
pow(0.557571, -0.965753) = 1.757969
pow(4.287091, 2.494173) = 37.733174
pow(4.731864, -2.069370) = 0.040097
pow(-0.446249, -1.754680) = -nan
pow(-0.328990, 2.214871) = -nan
pow(-3.887337, 0.035132) = -nan
pow(-2.326484, -1.334837) = -nan
pow(-0.830475, 0.610444) = -nan
pow(-0.608426, -0.577965) = -nan
pow(0.040534, 1.660887) = 0.004872
pow(-3.848574, 0.034196) = -nan
pow(2.568004, 1.658125) = 4.777062
pow(-2.091571, -2.594146) = -nan
pow(2.801464, 1.632193) = 5.373022
pow(2.762287, -2.138595) = 0.113843
pow(-1.397836, 0.280992) = -nan
pow(-3.827283, 2.043402) = -nan
pow(4.700580, -1.008325) = 0.210016
pow(1.113049, -0.967881) = 0.901529
pow(4.427734, -0.860100) = 0.278112
pow(2.434584, 2.887347) = 13.053956
pow(-4.419595, -1.865490) = -nan
pow(0.676670, -2.297534) = 2.453099
pow(-4.092434, 2.427317) = -nan
pow(3.421283, -2.135712) = 0.072298
pow(4.162195, -0.693467) = 0.371981
pow(-4.962635, 2.800058) = -nan
pow(4.030933, 2.278660) = 23.961481
pow(4.895591, -2.415826) = 0.021555
pow(3.710416, -0.587541) = 0.462851
pow(-4.702714, -2.267076) = -nan
pow(-0.704311, 0.714812) = -nan
pow(1.481973, 1.381985) = 1.722260
pow(4.056319, 0.785035) = 3.001959
pow(-2.696953, 0.036876) = -nan
pow(-0.932861, -2.919586) = -nan
pow(-3.052529, -1.546611) = -nan
pow(1.360275, 1.724851) = 1.700146
pow(2.597601, 0.519902) = 1.642620
pow(4.365153, 2.539980) = 42.226542
pow(3.508694, 0.134500) = 1.183919
pow(-4.575776, 2.298094) = -nan
pow(-3.393045, -0.043745) = -nan
pow(3.016586, -1.096251) = 0.298078
pow(-3.766895, -2.009212) = -nan
pow(-1.180282, 1.472751) = -nan
pow(1.937343, -2.397092) = 0.204899
pow(2.615943, -0.588228) = 0.567988
pow(-3.222130, 1.437575) = -nan
pow(-0.020224, -1.191780) = -nan
pow(-2.566637, -0.418780) = -nan
pow(2.123723, -1.876502) = 0.243333
pow(-2.044035, 1.785987) = -nan
pow(4.649158, -1.431900) = 0.110761
pow(-3.880033, -1.693406) = -nan
pow(0.900087, -2.538589) = 1.306332
pow(-3.656414, 2.444016) = -nan
pow(1.843975, 2.740873) = 5.350577
pow(-4.325511, 2.905567) = -nan
pow(4.271216, -1.919212) = 0.061637
pow(0.480437, 0.399434) = 0.746165
pow(1.591662, -0.817125) = 0.684010
pow(-2.661804, -2.222444) = -nan
pow(4.425504, 1.654554) = 11.716024
pow(4.094937, -1.450869) = 0.129333
pow(0.098014, 0.578726) = 0.260755
pow(0.763985, -2.664773) = 2.049047
pow(-3.455778, -2.186786) = -nan
pow(-0.949553, -0.978022) = -nan
pow(-3.317659, -1.870003) = -nan
pow(1.569697, 1.828174) = 2.280265
pow(-2.975629, 1.102756) = -nan
pow(-0.515740, -2.415732) = -nan
pow(1.761202, -0.419680) = 0.788567
pow(-3.072655, 2.118940) = -nan
pow(1.347038, -1.902825) = 0.567300
pow(1.939696, 0.179406) = 1.126214
pow(-3.698807, 1.643466) = -nan
pow(4.093973, 2.964283) = 65.248537
pow(-0.562227, -2.028350) = -nan
pow(-2.897727, 0.828442) = -nan
pow(-3.839369, -2.310545) = -nan
pow(-3.674245, -1.992282) = -nan
pow(0.321454, 0.243370) = 0.758661
pow(2.779460, -2.234397) = 0.101863
pow(-4.177236, -1.757065) = -nan
pow(4.247022, -2.883726) = 0.015445
pow(-0.838539, 1.589850) = -nan
pow(-2.588484, -1.293788) = -nan
pow(-4.452866, 2.641194) = -nan
pow(-3.299307, 2.263181) = -nan
pow(-3.113821, 0.086202) = -nan
pow(-4.808014, 1.228527) = -nan
pow(2.217924, 2.142519) = 5.510575
pow(0.584137, -1.948250) = 2.850283
pow(-3.136671, -0.648894) = -nan
pow(-2.060197, -0.646689) = -nan
pow(-2.667958, -0.288410) = -nan
pow(-1.481655, -0.614311) = -nan
pow(1.316122, -0.865793) = 0.788341
pow(-4.101023, 2.349695) = -nan
pow(0.677996, 1.705966) = 0.515323
pow(-4.197031, -2.747151) = -nan
pow(3.224617, 2.362642) = 15.898341
pow(4.042649, 1.651004) = 10.037097
pow(-4.913395, -0.318640) = -nan
pow(3.941182, 0.332813) = 1.578455
pow(2.675601, -0.047721) = 0.954120
pow(-1.214599, 2.168049) = -nan
pow(1.172209, -1.524813) = 0.784838
pow(1.461939, 0.803469) = 1.356799
pow(-4.870130, -1.456087) = -nan
pow(-1.716427, -2.674336) = -nan
pow(-2.546335, -1.331803) = -nan
pow(-2.967514, 2.682163) = -nan
pow(2.669805, 0.123504) = 1.128943
pow(-3.777203, -0.702378) = -nan
pow(-4.586307, -0.920748) = -nan
pow(4.191957, -0.552843) = 0.452794
pow(-3.095171, 0.708653) = -nan
pow(-4.584931, -2.981181) = -nan
pow(1.739021, -0.119435) = 0.936050
pow(-4.667985, 0.207805) = -nan
pow(0.515956, -1.730736) = 3.143344
pow(1.943136, 2.288259) = 4.572671
pow(-2.248120, 2.446590) = -nan
pow(2.891363, 0.749866) = 2.216998
pow(-2.970092, -0.853033) = -nan
pow(1.924656, 2.472202) = 5.046362
pow(4.957211, -2.640868) = 0.014587
pow(4.093798, 2.580868) = 38.002950
pow(4.358123, 0.037769) = 1.057172
pow(-1.007836, -0.297591) = -nan
pow(2.023989, -2.703482) = 0.148652
pow(-2.869245, -0.464075) = -nan
pow(3.163383, -0.938014) = 0.339509
pow(0.601069, 1.892529) = 0.381600
pow(-3.516295, 1.678703) = -nan
pow(-2.699058, 1.101225) = -nan
pow(3.254318, 1.987523) = 10.435802
pow(3.390896, -0.945222) = 0.315308
pow(-3.912003, -0.282733) = -nan
pow(4.038419, -2.424656) = 0.033896
pow(-1.685802, -2.008074) = -nan
pow(1.373085, -0.187706) = 0.942222
pow(2.584146, 2.057993) = 7.055789
pow(4.631039, 2.912599) = 86.866903
pow(0.833026, -0.334633) = 1.063042
pow(-4.535852, 2.217425) = -nan
pow(-4.972029, 2.438597) = -nan
pow(4.757688, 1.684536) = 13.838775
pow(-1.217187, -1.722656) = -nan
pow(-4.903514, -2.978987) = -nan
pow(3.303969, -0.638026) = 0.466489
pow(-0.361291, 1.313288) = -nan
pow(1.103662, -1.574922) = 0.856124
pow(2.425871, 2.047321) = 6.136880
pow(1.205749, 0.343026) = 1.066285
pow(2.070326, 1.638696) = 3.295273
pow(1.752409, -2.242204) = 0.284262
pow(-2.833600, 1.696589) = -nan
pow(-2.386330, -2.918340) = -nan
pow(0.331066, 0.169232) = 0.829381
pow(-0.465302, 2.503558) = -nan
pow(0.203584, 0.382026) = 0.544405
pow(3.479854, -0.819223) = 0.360032
pow(-4.951704, -1.277333) = -nan
pow(-0.481655, 0.368043) = -nan
pow(3.437674, 1.709229) = 8.252763
pow(-0.951911, 1.455395) = -nan
pow(0.874651, 1.301415) = 0.840045
pow(1.795360, -2.341740) = 0.254006
pow(-3.463628, -0.709751) = -nan
pow(-3.152683, -1.577422) = -nan
pow(2.524778, -2.494091) = 0.099270
pow(-4.589189, -2.868753) = -nan
pow(1.079555, 0.693000) = 1.054481
pow(-4.656540, -1.175408) = -nan
pow(1.302978, 0.403180) = 1.112603
pow(2.103311, 0.633562) = 1.601693
pow(0.930093, 0.225920) = 0.983761
pow(-2.278003, -0.991301) = -nan
pow(-0.539038, 0.190866) = -nan
pow(-3.611153, 0.885876) = -nan
pow(0.884061, -1.484376) = 1.200717
pow(2.734845, 0.875327) = 2.412454
pow(4.363563, 0.671610) = 2.689825
pow(1.314273, -2.758255) = 0.470581
pow(-0.787377, -2.935994) = -nan
pow(-0.777926, -1.306505) = -nan
pow(1.540520, -2.390981) = 0.355870
pow(-3.211200, 0.709039) = -nan
pow(-1.330227, -0.332656) = -nan
pow(0.658063, 0.331810) = 0.870361
pow(-3.605486, 2.184358) = -nan
pow(2.973056, 0.401596) = 1.548946
pow(-4.917669, -2.132132) = -nan
pow(-3.221666, -2.343935) = -nan
pow(3.426024, 1.351106) = 5.279085
pow(-0.905219, 1.347273) = -nan
pow(1.738166, -0.224156) = 0.883450
pow(-0.036316, 1.158877) = -nan
pow(2.411478, -0.046940) = 0.959524
pow(-0.910932, -1.057692) = -nan
pow(-3.502096, -2.396276) = -nan
pow(-2.915266, -2.914319) = -nan
pow(-2.837886, 1.389256) = -nan
pow(-2.295009, -1.877869) = -nan
pow(-1.273987, -0.027499) = -nan
pow(4.119406, -1.368313) = 0.144117
pow(2.277594, -1.203005) = 0.371496
pow(-3.319898, -0.376026) = -nan
pow(-0.589351, 1.234346) = -nan
pow(2.472968, -0.398242) = 0.697274
pow(-0.925383, 2.153082) = -nan
pow(1.108237, -1.251175) = 0.879340
pow(4.922472, -0.280182) = 0.639827
pow(4.908060, -0.681310) = 0.338280
pow(4.726018, 0.294469) = 1.579858
pow(1.652243, -1.323325) = 0.514538
pow(-4.318074, 1.838656) = -nan
pow(4.927977, 2.703122) = 74.536276
pow(-3.328033, 1.190467) = -nan
pow(2.818033, 2.742356) = 17.136105
pow(4.420003, 0.195466) = 1.337083
pow(3.591016, -1.994047) = 0.078140
pow(3.224270, 1.534023) = 6.024843
pow(-1.800793, -1.650537) = -nan
pow(-1.910458, 2.459918) = -nan
pow(-2.356239, 2.042599) = -nan
pow(4.919602, -1.750254) = 0.061510
pow(-3.338516, -1.884318) = -nan
pow(0.634568, 1.944596) = 0.412952
pow(-2.418912, -0.494153) = -nan
pow(4.599812, -0.020972) = 0.968504
pow(-4.062177, -0.086091) = -nan
pow(0.804832, -1.017167) = 1.247136
pow(-0.391325, 2.804920) = -nan
pow(1.298326, 0.182930) = 1.048917
pow(-1.046973, -0.584616) = -nan
pow(-2.433788, -2.691360) = -nan
pow(4.177712, 0.003970) = 1.005692
pow(2.015702, -1.358621) = 0.385833
pow(0.402470, 1.069972) = 0.377638
pow(4.541771, 1.727545) = 13.657958
pow(3.844318, 1.241916) = 5.324716
pow(1.066426, -1.723372) = 0.895086
pow(-2.632725, -1.135545) = -nan
pow(2.854244, 1.501096) = 4.827652
pow(-0.112044, -2.585188) = -nan
pow(-0.847200, -0.382004) = -nan
pow(0.469713, -1.840598) = 4.018135
pow(-0.275660, -0.626803) = -nan
pow(3.133429, -1.152753) = 0.268047
pow(-1.067553, -0.507338) = -nan
pow(-3.105184, -1.695739) = -nan
pow(3.595942, 0.230011) = 1.342280
pow(-4.920390, 1.225580) = -nan
pow(-0.393881, 1.502715) = -nan
pow(-1.630894, 0.032242) = -nan
pow(-2.351044, -1.713408) = -nan
pow(-0.739276, 0.231484) = -nan
pow(3.860527, -1.100721) = 0.226082
pow(4.601344, -0.005452) = 0.991712
pow(4.660442, -1.069177) = 0.192900
pow(-3.529649, -0.377120) = -nan
pow(3.172103, 1.690421) = 7.038624
pow(-1.194602, -1.198706) = -nan
pow(-4.489957, -0.461383) = -nan
pow(-4.098977, -1.624813) = -nan
pow(-2.646060, -2.595918) = -nan
pow(0.384605, -0.087566) = 1.087273
pow(-2.146779, 0.965526) = -nan
pow(4.929744, -1.319550) = 0.121838
pow(1.938613, -0.527334) = 0.705336
pow(2.459779, -0.275891) = 0.780109
pow(-1.468687, -1.646429) = -nan
pow(2.597731, 2.463099) = 10.499929
pow(-0.062614, -2.615024) = -nan
pow(0.167838, -1.935815) = 31.656826
pow(0.748077, 1.528356) = 0.641720
pow(2.852921, 1.776154) = 6.436722
pow(-2.370197, 2.983730) = -nan
pow(-4.336017, -2.491871) = -nan
pow(2.128828, 1.823746) = 3.966845
pow(-3.051877, 1.776693) = -nan
pow(-4.150233, 1.874788) = -nan
pow(-1.143837, -1.712024) = -nan
pow(-4.163504, -0.631816) = -nan
pow(-4.487840, -2.527857) = -nan
pow(0.062447, -0.282875) = 2.191384
pow(0.666753, 0.204786) = 0.920345
pow(-0.685526, -1.778044) = -nan
pow(4.125275, -2.833844) = 0.018026
pow(1.636162, -1.670493) = 0.439344
pow(-2.715268, 2.237207) = -nan
pow(-1.201861, 1.260214) = -nan
pow(3.035853, -2.959881) = 0.037369
pow(2.601806, -1.474862) = 0.244077
pow(-2.377289, 0.653826) = -nan
pow(1.855673, -0.622872) = 0.680390
pow(-2.186579, 1.029525) = -nan
pow(-1.325883, 1.610242) = -nan
pow(3.190845, 2.350421) = 15.289391
pow(-4.060246, 1.368056) = -nan
pow(3.174781, 0.248377) = 1.332336
pow(3.313014, 2.496856) = 19.903189
pow(4.167608, 1.166102) = 5.282647
pow(3.540404, -1.142998) = 0.235740
pow(-1.610335, -1.775347) = -nan
pow(1.434269, 1.871798) = 1.964177
pow(4.906799, 1.293487) = 7.825977
pow(-0.282844, 0.470652) = -nan
pow(0.042704, 2.605344) = 0.000270
pow(0.366573, 0.349899) = 0.703882
pow(-1.161889, 1.037425) = -nan
pow(-1.809229, -2.204137) = -nan
pow(4.894811, 1.321885) = 8.161154
pow(2.103415, 0.608156) = 1.571769
pow(-3.455293, -1.943772) = -nan
pow(0.359371, 1.456160) = 0.225320
pow(4.913754, 0.755228) = 3.327932
pow(-4.390830, 1.574213) = -nan
pow(-4.037055, -1.477574) = -nan
pow(0.484675, 1.734534) = 0.284710
pow(0.021101, 0.036498) = 0.868643
pow(-2.213436, -1.787463) = -nan
pow(2.238748, -0.766355) = 0.539227
pow(-3.485476, -2.546709) = -nan
pow(3.433186, -2.393502) = 0.052216
pow(-4.645049, -1.963587) = -nan
pow(3.770933, 1.108243) = 4.353566
pow(-2.625713, -0.849114) = -nan
pow(-4.480797, -2.023156) = -nan
pow(1.723118, 0.191534) = 1.109845
pow(-2.784371, 2.046521) = -nan
pow(-4.321308, 0.797983) = -nan
pow(3.173045, -2.033438) = 0.095561
pow(1.793718, -0.281027) = 0.848571
pow(-3.598069, 1.787405) = -nan
pow(-3.313686, 1.930993) = -nan
pow(1.676914, -0.953969) = 0.610694
pow(0.919766, -0.435429) = 1.037089
pow(-2.140130, 2.848282) = -nan
pow(1.015446, 1.166804) = 1.018045
pow(3.550407, -1.874925) = 0.092954
pow(3.242075, 0.753067) = 2.424846
pow(4.607647, 1.387161) = 8.324391
pow(-2.542795, -2.179485) = -nan
pow(4.463184, 0.849538) = 3.563672
pow(-4.283303, 1.931316) = -nan
pow(3.358791, -1.806044) = 0.112122
pow(-0.350966, -2.182844) = -nan
pow(0.785198, -1.356319) = 1.388167
pow(0.147824, -0.436577) = 2.303939
pow(-4.788562, 2.803139) = -nan
pow(-0.155002, 1.201382) = -nan
pow(1.721796, 2.295644) = 3.481210
pow(-3.739732, -0.359345) = -nan
pow(-1.057225, 0.716871) = -nan
pow(4.911281, -2.951185) = 0.009123
pow(-2.926565, -0.284231) = -nan
pow(-3.551272, -0.129410) = -nan
pow(-1.591689, 0.524020) = -nan
pow(-3.170044, 2.849480) = -nan
pow(0.038584, -2.405746) = 2516.238599
pow(-3.924769, -1.873170) = -nan
pow(0.753672, 1.633923) = 0.629978
pow(0.731002, -2.767120) = 2.379871
pow(0.518008, 0.985039) = 0.523131
pow(1.463152, 2.179869) = 2.292501
pow(-1.818252, -1.682510) = -nan
pow(3.438312, 1.504040) = 6.407443
pow(2.856273, -2.149658) = 0.104758
pow(-2.639250, -1.028532) = -nan
pow(-0.935347, 0.992558) = -nan
pow(-0.239369, -1.600969) = -nan
pow(-3.997897, -0.298722) = -nan
pow(0.564193, 0.486226) = 0.757073
pow(1.335405, 1.992978) = 1.779688
pow(3.828964, -0.727610) = 0.376482
pow(4.888564, 2.917943) = 102.563233
pow(-3.480024, 0.513328) = -nan
pow(-1.325391, 0.044492) = -nan
pow(3.517295, -2.827363) = 0.028554
pow(-4.768836, -1.175876) = -nan
pow(-1.624040, 0.503837) = -nan
pow(-3.775760, 0.933572) = -nan
pow(3.857156, -2.596547) = 0.030042
pow(1.512397, -1.475276) = 0.543179
pow(0.713825, 0.358039) = 0.886299
pow(-3.610386, 1.050416) = -nan
pow(-3.987907, -2.442941) = -nan
pow(4.785420, 0.049764) = 1.081024
pow(0.689670, 1.663219) = 0.539046
pow(0.996493, 0.305992) = 0.998925
pow(-0.278933, -0.515224) = -nan
pow(1.440159, 0.492507) = 1.196791
pow(2.385620, 1.219593) = 2.887485
pow(-0.456299, -2.863534) = -nan
pow(3.510580, -1.699601) = 0.118324
pow(-2.534444, 0.834602) = -nan
pow(-1.966118, 2.293653) = -nan
pow(0.132270, 1.737537) = 0.029751
pow(-4.875198, 0.608185) = -nan
pow(3.776524, 2.409134) = 24.563632
pow(-3.575342, 0.039713) = -nan
pow(0.075558, 1.436094) = 0.024496
pow(1.192851, 1.927463) = 1.404809
pow(4.543719, -0.344186) = 0.593920
pow(3.077654, 1.383669) = 4.737337
pow(-4.510587, -0.622108) = -nan
pow(-0.646823, -1.614428) = -nan
pow(1.307206, -2.023411) = 0.581551
pow(-2.362486, 1.267442) = -nan
pow(0.304332, 1.321096) = 0.207708
pow(-1.355694, 2.512273) = -nan
pow(4.946584, 0.263224) = 1.523202
pow(1.672755, -1.136797) = 0.557189
pow(-4.977004, -2.820643) = -nan
pow(-4.003256, -2.917490) = -nan
pow(-3.324968, -1.056296) = -nan
pow(-0.648511, -1.048135) = -nan
pow(-3.103826, -2.683419) = -nan
pow(-0.975229, -2.945612) = -nan
pow(-0.963988, -0.135953) = -nan
pow(-2.051622, -2.504966) = -nan
pow(-4.670740, 2.969074) = -nan
pow(0.974779, -1.317864) = 1.034237
pow(1.017964, -0.305739) = 0.994571
pow(3.301787, 2.048239) = 11.548405
pow(-0.134358, -2.272491) = -nan
pow(-2.865805, -2.787661) = -nan
pow(-0.996818, 2.625209) = -nan
pow(-4.462510, 0.531744) = -nan
pow(3.932862, 1.982287) = 15.096744
pow(-0.804768, 2.441712) = -nan
pow(-3.714259, 2.401290) = -nan
pow(-1.284116, 0.842382) = -nan
pow(-2.817323, -0.347208) = -nan
pow(0.192044, -1.553685) = 12.982788
pow(0.037549, -0.875193) = 17.680612
pow(-0.598562, -1.354723) = -nan
pow(-3.737507, -1.870084) = -nan
pow(2.727429, -0.075549) = 0.926999
pow(-0.737121, 0.693288) = -nan
pow(2.328311, 0.503836) = 1.530835
pow(1.822831, -2.454844) = 0.229038
pow(4.481255, -2.601657) = 0.020197
pow(2.310002, -2.117807) = 0.169801
pow(-2.596138, 0.927508) = -nan
pow(4.391410, -0.718684) = 0.345280
pow(-4.115550, 1.523649) = -nan
pow(-0.603312, 2.928389) = -nan
pow(-3.321772, -0.802044) = -nan
pow(1.866211, 1.779663) = 3.035421
pow(-2.967792, 1.135118) = -nan
